下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0003,s000011,1,"[[8000.0, 2000.0], [8000.0, 2090.0], [7805.0, 2090.0], [7805.0, 2000.0], [8000.0, 2000.0]]","0, 180",M0003
L0003,s000012,1,"[[8000.0, 3000.0], [7995.7, 3051.7], [7945.8, 3051.7], [7943.0, 3051.8], [7934.5, 3051.8], [7930.9, 3051.7], [7921.7, 3051.7], [7920.1, 3051.6], [7916.5, 3051.3], [7914.4, 3050.9], [7912.5, 3050.5], [7911.1, 3050.2], [7909.8, 3049.9], [7908.8, 3049.6], [7907.7, 3049.4], [7906.4, 3049.0], [7904.9, 3048.6], [7903.5, 3048.1], [7901.9, 3047.4], [7900.2, 3046.6], [7898.2, 3045.6], [7897.2, 3045.0], [7895.5, 3043.9], [7894.1, 3042.9], [7893.0, 3041.9], [7892.0, 3041.1], [7891.1, 3040.3], [7890.4, 3039.6], [7889.3, 3038.5], [7888.1, 3037.3], [7887.3, 3036.6], [7886.5, 3035.7], [7885.5, 3034.7], [7884.5, 3033.5], [7882.4, 3030.7], [7881.3, 3028.8], [7880.3, 3026.8], [7879.4, 3024.9], [7878.7, 3023.1], [7878.2, 3021.3], [7877.7, 3019.8], [7877.1, 3017.0], [7876.7, 3015.4], [7876.4, 3013.9], [7876.1, 3011.5], [7875.8, 3009.0], [7875.8, 3007.3], [7875.7, 3005.8], [7875.7, 2995.2], [7875.8, 2991.5], [7875.9, 2988.5], [7876.2, 2982.8], [7876.6, 2977.2], [7877.0, 2972.1], [7878.1, 2957.6], [7879.0, 2945.8], [7879.9, 2934.0], [7880.8, 2922.0], [7882.0, 2909.1], [7883.1, 2896.5], [7883.9, 2886.7], [7884.5, 2879.5], [7885.1, 2872.2], [7885.5, 2868.3], [7886.5, 2858.7], [7886.9, 2855.8], [7887.3, 2853.0], [7887.7, 2850.2], [7888.1, 2847.7], [7888.5, 2845.5], [7888.9, 2843.2], [7889.2, 2841.9], [7889.5, 2840.7], [7889.8, 2839.8], [7890.0, 2838.9], [7890.2, 2838.1], [7890.4, 2837.1], [7890.7, 2835.9], [7891.1, 2834.4], [7891.6, 2832.7], [7892.3, 2830.8], [7894.1, 2826.8], [7896.1, 2823.3], [7897.5, 2821.1], [7898.8, 2819.3], [7900.0, 2817.7], [7901.0, 2816.4], [7904.1, 2812.4], [7908.6, 2809.9], [7909.8, 2809.2], [7912.1, 2808.1], [7914.9, 2806.7], [7917.6, 2805.6], [7920.7, 2804.5], [7925.4, 2803.4], [7929.1, 2802.9], [7932.6, 2802.7], [7935.8, 2802.8], [7939.8, 2803.1], [7942.4, 2803.4], [7943.6, 2803.6], [7944.7, 2803.8], [7947.9, 2804.4], [7953.9, 2805.6], [7959.2, 2806.7], [7967.9, 2808.6], [7976.1, 2810.4], [7980.9, 2811.4], [7985.4, 2812.4], [7989.7, 2813.2], [7993.5, 2814.0], [8015.1, 2818.6], [8000.0, 3000.0]]","0, 180",M0003
L0003,s000013,1,"[[10000.0, 1000.0], [10200.0, 1000.0], [10200.0, 1040.0], [10000.0, 1040.0], [10000.0, 1000.0]]","0, 180",M0003
L0003,s000014,1,"[[10000.0, 2000.0], [10697.5, 2000.0], [10697.5, 2065.0], [10000.0, 2065.0], [10000.0, 2000.0]]","0, 180",M0003
L0003,s000015,1,"[[10000.0, 3000.0], [10000.4, 3003.7], [10000.9, 3007.6], [10001.4, 3011.7], [10001.9, 3015.9], [10003.0, 3024.4], [10004.2, 3033.0], [10005.3, 3041.0], [10006.6, 3048.8], [10008.0, 3056.7], [10009.5, 3064.8], [10010.6, 3070.7], [10011.7, 3076.6], [10012.7, 3082.2], [10013.2, 3084.8], [10013.7, 3087.2], [10013.9, 3088.4], [10014.1, 3089.7], [10014.4, 3091.1], [10014.7, 3092.9], [10014.7, 3094.0], [10014.8, 3094.9], [10014.8, 3096.4], [10014.9, 3097.6], [10014.9, 3098.6], [10015.2, 3101.8], [10015.5, 3105.4], [10015.9, 3109.2], [10016.4, 3113.4], [10017.0, 3117.7], [10017.7, 3122.2], [10019.3, 3131.5], [10021.5, 3142.4], [10022.7, 3147.7], [10023.8, 3152.8], [10024.9, 3157.6], [10025.9, 3162.1], [10026.8, 3166.1], [10027.5, 3169.6], [10027.6, 3170.6], [10027.8, 3171.7], [10028.1, 3173.2], [10028.3, 3174.2], [10028.4, 3175.3], [10028.5, 3176.9], [10028.5, 3178.0], [10028.6, 3179.0], [10028.6, 3180.1], [10028.7, 3181.0], [10028.8, 3182.7], [10029.0, 3184.7], [10029.3, 3187.1], [10029.6, 3189.8], [10030.0, 3192.8], [10030.4, 3196.1], [10030.9, 3199.7], [10031.5, 3203.5], [10032.1, 3207.6], [10032.7, 3211.9], [10033.4, 3216.3], [10034.1, 3220.9], [10035.6, 3230.6], [10037.2, 3240.7], [10038.9, 3251.0], [10040.6, 3261.4], [10042.4, 3271.8], [10044.1, 3281.9], [10045.9, 3291.6], [10046.7, 3296.2], [10047.5, 3300.7], [10048.3, 3304.9], [10049.1, 3309.0], [10049.9, 3312.9], [10050.6, 3316.5], [10051.2, 3319.4], [10051.9, 3322.3], [10052.5, 3325.3], [10053.2, 3328.5], [10054.1, 3332.0], [10054.5, 3333.9], [10055.0, 3336.0], [10055.5, 3338.2], [10056.1, 3340.6], [10056.7, 3343.2], [10057.4, 3346.0], [10052.6, 3346.4], [10048.2, 3346.8], [10044.1, 3347.2], [10040.2, 3347.5], [10036.5, 3347.8], [10033.0, 3348.1], [10029.7, 3348.4], [10026.5, 3348.7], [10020.6, 3349.3], [10015.0, 3349.8], [10009.6, 3350.2], [10004.2, 3350.7], [9995.5, 3351.5], [9986.4, 3352.3], [9977.0, 3353.2], [9967.3, 3354.1], [9957.2, 3355.0], [9946.9, 3355.9], [9936.5, 3356.8], [9925.8, 3357.7], [9904.2, 3359.6], [9882.3, 3361.5], [9860.6, 3363.3], [9849.9, 3364.1], [9839.3, 3365.0], [9830.1, 3365.7], [9821.1, 3366.5], [9812.1, 3367.4], [9803.2, 3368.6], [9801.8, 3368.9], [9800.1, 3369.3], [9798.0, 3369.7], [9795.6, 3370.2], [9793.1, 3370.8], [9790.4, 3371.4], [9785.1, 3372.7], [9780.3, 3374.0], [9775.8, 3375.3], [9771.6, 3376.7], [9767.4, 3378.2], [9763.5, 3379.9], [9759.6, 3381.7], [9755.6, 3383.7], [9751.8, 3385.9], [9747.8, 3388.6], [9743.9, 3391.4], [9739.3, 3395.2], [9734.9, 3399.2], [9730.6, 3404.0], [9728.6, 3406.6], [9726.8, 3409.3], [9725.0, 3412.3], [9723.4, 3415.4], [9722.0, 3418.7], [9720.9, 3421.9], [9720.0, 3424.9], [9719.4, 3427.9], [9718.4, 3433.9], [9717.8, 3440.1], [9717.4, 3446.3], [9716.7, 3460.9], [9716.5, 3468.1], [9716.5, 3475.1], [9716.6, 3481.0], [9716.8, 3486.9], [9717.0, 3493.0], [9717.1, 3496.3], [9717.1, 3512.5], [9717.0, 3516.7], [9716.9, 3520.5], [9716.8, 3524.0], [9716.8, 3525.5], [9716.7, 3526.8], [9716.7, 3529.0], [9708.2, 3537.8], [9701.4, 3533.5], [9694.7, 3529.3], [9681.5, 3521.0], [9665.8, 3511.3], [9649.8, 3501.6], [9633.3, 3491.7], [9616.7, 3482.2], [9603.3, 3474.9], [9589.8, 3468.1], [9577.0, 3462.0], [9564.1, 3456.3], [9553.4, 3452.1], [9542.6, 3448.1], [9531.1, 3444.1], [9519.5, 3440.4], [9507.5, 3436.8], [9495.5, 3433.3], [9480.4, 3429.2], [9465.1, 3425.5], [9450.4, 3422.4], [9435.6, 3419.4], [9421.2, 3416.6], [9406.7, 3413.9], [9392.0, 3411.6], [9377.4, 3409.8], [9361.9, 3408.4], [9346.4, 3407.4], [9330.9, 3406.6], [9315.3, 3406.0], [9263.4, 3403.9], [9229.7, 3402.5], [9196.0, 3401.2], [9167.3, 3400.3], [9138.6, 3399.6], [9075.5, 3397.9], [9045.8, 3397.3], [9015.9, 3396.8], [8984.1, 3396.2], [8968.3, 3396.0], [8952.7, 3395.8], [8940.1, 3395.6], [8927.4, 3395.4], [8914.5, 3395.3], [8907.9, 3395.2], [8901.1, 3395.1], [8901.1, 3282.6], [8901.0, 3263.7], [8901.0, 3121.3], [8914.0, 3121.1], [8926.7, 3121.0], [8939.1, 3120.8], [8951.6, 3120.7], [8975.1, 3120.5], [8998.8, 3120.1], [9017.6, 3119.6], [9036.3, 3119.0], [9053.0, 3118.6], [9069.8, 3118.2], [9110.0, 3117.0], [9167.1, 3115.1], [9204.8, 3113.8], [9235.0, 3112.5], [9265.2, 3111.1], [9292.3, 3110.0], [9319.4, 3108.9], [9348.9, 3107.4], [9363.6, 3106.4], [9378.3, 3105.3], [9392.6, 3104.0], [9406.9, 3102.5], [9421.6, 3100.9], [9436.2, 3098.9], [9454.2, 3096.3], [9472.1, 3093.5], [9514.4, 3086.5], [9534.5, 3083.1], [9554.5, 3079.3], [9574.1, 3075.1], [9593.6, 3070.7], [9612.8, 3066.1], [9632.0, 3061.3], [9647.3, 3057.4], [9662.4, 3053.2], [9678.4, 3048.5], [9694.3, 3043.7], [9710.8, 3038.9], [9727.3, 3034.2], [9748.0, 3028.7], [9762.4, 3025.1], [9776.9, 3021.7], [9792.2, 3018.4], [9807.6, 3015.4], [9828.8, 3011.1], [9850.0, 3007.0], [9863.8, 3004.5], [9877.7, 3002.1], [9891.6, 2999.9], [9905.6, 2997.9], [9918.4, 2996.3], [9931.1, 2994.8], [9943.8, 2993.3], [9956.4, 2991.9], [9966.6, 2990.7], [9977.0, 2989.5], [9987.5, 2988.3], [9998.4, 2987.0], [9998.6, 2989.1], [9998.9, 2991.0], [9999.1, 2992.7], [9999.3, 2994.3], [9999.6, 2997.2], [10000.0, 3000.0]]","0, 180",M0003
L0003,s000016,1,"[[12000.0, 1000.0], [12000.5, 994.3], [12001.5, 987.3], [12003.0, 980.6], [12004.4, 975.4], [12005.2, 972.8], [12006.0, 970.1], [12017.0, 973.2], [12028.1, 976.3], [12050.6, 982.7], [12051.8, 983.1], [12073.4, 989.2], [12096.2, 995.7], [12115.9, 1001.2], [12135.5, 1006.7], [12174.5, 1017.6], [12200.5, 1024.7], [12226.6, 1031.5], [12241.1, 1035.1], [12255.7, 1038.5], [12274.5, 1042.6], [12291.9, 1046.5], [12307.2, 1049.7], [12322.6, 1052.7], [12341.3, 1056.2], [12360.0, 1059.4], [12379.4, 1062.3], [12398.7, 1064.6], [12419.9, 1066.8], [12441.1, 1068.7], [12466.4, 1070.8], [12491.6, 1072.8], [12516.8, 1074.8], [12529.5, 1075.6], [12542.1, 1076.3], [12552.8, 1076.6], [12563.6, 1076.8], [12585.1, 1077.0], [12619.3, 1077.2], [12636.4, 1077.1], [12653.5, 1076.9], [12667.4, 1076.6], [12687.0, 1075.9], [12706.7, 1075.2], [12719.4, 1074.8], [12732.2, 1074.5], [12735.0, 1074.4], [12744.3, 1074.0], [12756.4, 1073.3], [12768.4, 1072.6], [12780.1, 1071.9], [12797.1, 1070.9], [12805.9, 1070.4], [12810.4, 1070.2], [12815.2, 1069.9], [12787.7, 1162.4], [12783.9, 1202.9], [12757.3, 1202.9], [12750.1, 1203.0], [12712.5, 1203.0], [12681.5, 1202.9], [12666.2, 1202.9], [12651.6, 1202.8], [12637.4, 1202.6], [12609.1, 1202.3], [12576.4, 1201.7], [12560.0, 1201.2], [12543.6, 1200.5], [12524.3, 1199.4], [12505.0, 1197.8], [12492.5, 1196.6], [12480.1, 1195.1], [12465.6, 1193.2], [12451.0, 1190.9], [12437.4, 1188.4], [12423.9, 1185.7], [12417.3, 1184.3], [12411.0, 1183.0], [12404.8, 1181.7], [12399.1, 1180.4], [12399.7, 1176.1], [12394.2, 1175.1], [12388.8, 1174.2], [12378.4, 1172.4], [12368.4, 1170.6], [12358.4, 1168.9], [12344.7, 1166.5], [12330.9, 1164.1], [12317.0, 1161.4], [12303.2, 1158.5], [12285.4, 1154.5], [12272.6, 1151.8], [12259.7, 1149.2], [12243.9, 1145.8], [12228.2, 1142.2], [12212.6, 1138.2], [12197.1, 1133.9], [12181.7, 1129.3], [12166.4, 1124.2], [12153.3, 1119.4], [12140.1, 1114.6], [12127.0, 1109.8], [12114.0, 1104.8], [12105.4, 1101.3], [12097.0, 1097.6], [12088.6, 1093.7], [12080.3, 1089.7], [12063.7, 1081.4], [12047.3, 1072.9], [12042.0, 1070.2], [12036.8, 1067.3], [12032.2, 1064.5], [12027.7, 1061.6], [12023.6, 1058.5], [12019.7, 1055.2], [12016.9, 1052.6], [12014.3, 1049.9], [12011.8, 1047.0], [12009.6, 1043.9], [12007.8, 1040.9], [12006.2, 1037.8], [12004.8, 1034.6], [12003.6, 1031.2], [12002.6, 1027.8], [12001.8, 1024.4], [12001.1, 1020.9], [12000.6, 1017.4], [12000.0, 1011.6], [11999.8, 1005.8], [12000.0, 1000.0]]","0, 180",M0003
L0003,s000017,1,"[[12000.0, 2000.0], [11950.0, 2000.0], [11705.9, 2031.5], [11694.5, 2043.4], [11694.5, 2093.4], [11695.7, 2094.0], [11696.8, 2094.5], [11698.9, 2095.6], [11702.9, 2097.8], [11707.0, 2100.2], [11711.0, 2102.6], [11715.1, 2105.2], [11720.0, 2108.3], [11724.7, 2111.6], [11726.8, 2113.1], [11728.8, 2114.7], [11730.8, 2116.4], [11732.8, 2118.2], [11734.4, 2120.0], [11736.1, 2121.8], [11739.1, 2125.5], [11741.9, 2129.3], [11743.2, 2131.1], [11744.4, 2132.8], [11746.6, 2133.1], [11748.5, 2133.4], [11750.3, 2133.6], [11752.0, 2133.9], [11755.2, 2134.3], [11758.2, 2134.7], [11761.8, 2135.1], [11765.5, 2135.4], [11773.3, 2136.0], [11781.4, 2136.5], [11789.4, 2136.9], [11801.2, 2137.3], [11812.7, 2137.8], [11828.0, 2138.3], [11843.4, 2138.7], [11901.9, 2138.7], [11910.5, 2138.6], [11927.5, 2138.2], [11944.8, 2137.7], [11953.5, 2137.4], [11962.3, 2137.0], [11974.4, 2136.5], [11986.5, 2135.8], [11992.5, 2135.4], [11998.4, 2135.1], [12004.1, 2134.7], [12009.6, 2134.4], [12009.6, 2084.4], [12000.0, 2000.0]]","0, 180",M0003
L0003,s000018,1,"[[12000.0, 3000.0], [11980.0, 3000.0], [11975.1, 2986.8], [11970.1, 2973.6], [11970.1, 2953.6], [11970.9, 2952.7], [11971.7, 2951.7], [11972.5, 2950.6], [11973.4, 2949.4], [11975.3, 2947.1], [11977.2, 2944.7], [11978.9, 2942.6], [11980.5, 2940.6], [11983.8, 2936.7], [11985.9, 2934.2], [11988.0, 2931.8], [11991.1, 2928.8], [11993.0, 2927.1], [11995.0, 2925.5], [11997.9, 2923.6], [11999.5, 2922.4], [12001.2, 2921.3], [12003.1, 2920.3], [12004.9, 2919.3], [12007.1, 2918.1], [12009.3, 2917.1], [12011.0, 2916.4], [12012.6, 2915.8], [12016.0, 2914.8], [12020.1, 2913.8], [12024.3, 2912.9], [12029.0, 2912.1], [12033.7, 2911.4], [12038.5, 2910.7], [12043.4, 2910.1], [12047.7, 2909.7], [12056.5, 2909.3], [12060.9, 2909.2], [12081.9, 2908.8], [12088.2, 2908.5], [12094.6, 2908.3], [12107.3, 2907.6], [12117.1, 2907.0], [12122.0, 2906.6], [12126.9, 2906.1], [12130.6, 2905.7], [12134.4, 2905.2], [12138.1, 2904.7], [12141.8, 2904.0], [12145.1, 2903.3], [12148.4, 2902.5], [12151.6, 2901.6], [12154.7, 2900.7], [12159.0, 2899.2], [12163.2, 2897.5], [12165.4, 2896.6], [12167.6, 2895.6], [12169.9, 2894.5], [12172.4, 2893.4], [12174.3, 2892.5], [12176.3, 2891.5], [12184.5, 2887.5], [12186.5, 2886.6], [12188.4, 2885.6], [12190.2, 2884.8], [12191.9, 2883.9], [12193.4, 2883.2], [12194.7, 2882.5], [12196.9, 2881.4], [12197.6, 2881.1], [12198.0, 2880.9], [12218.0, 2880.9], [12221.1, 2973.9], [12221.1, 2993.9], [12198.1, 2993.9], [12195.1, 2993.8], [12174.0, 2993.8], [12174.1, 2993.7], [12108.1, 2993.7], [12099.4, 2993.6], [12090.8, 2993.5], [12081.4, 2993.3], [12080.9, 2993.3], [12069.7, 2993.6], [12058.5, 2994.1], [12047.3, 2994.7], [12038.4, 2995.2], [12033.9, 2995.6], [12029.5, 2996.0], [12015.3, 2997.8], [12007.6, 2998.9], [12000.0, 3000.0]]","0, 180",M0003
L0003,s000019,1,"[[14000.0, 1000.0], [14006.8, 998.2], [14023.5, 993.9], [14040.3, 989.7], [14048.6, 987.6], [14056.7, 985.6], [14064.6, 983.6], [14072.3, 981.7], [14079.6, 979.9], [14086.5, 978.2], [14098.3, 1016.1], [14100.5, 1015.6], [14102.6, 1015.1], [14104.4, 1014.7], [14106.1, 1014.3], [14109.1, 1013.7], [14112.0, 1013.0], [14116.0, 1012.1], [14120.3, 1011.1], [14129.5, 1008.9], [14138.1, 1006.9], [14139.2, 1006.7], [14148.9, 1004.5], [14161.4, 1001.7], [14173.5, 999.1], [14185.5, 996.5], [14197.5, 994.0], [14211.1, 991.3], [14224.8, 988.5], [14238.6, 985.8], [14252.5, 983.3], [14274.1, 979.7], [14295.8, 976.4], [14312.4, 974.0], [14329.1, 971.9], [14346.5, 970.0], [14363.9, 968.5], [14384.8, 967.1], [14405.6, 966.0], [14427.6, 964.9], [14449.6, 964.0], [14466.7, 963.6], [14483.8, 963.5], [14506.9, 964.0], [14527.5, 964.7], [14548.2, 965.7], [14560.6, 966.4], [14572.8, 967.2], [14584.9, 968.0], [14590.7, 968.3], [14596.5, 968.7], [14602.9, 969.0], [14609.5, 969.4], [14612.9, 969.5], [14616.5, 969.7], [14620.3, 969.9], [14624.3, 970.1], [14624.3, 981.0], [14619.8, 984.0], [14615.6, 986.8], [14607.3, 992.1], [14595.8, 999.5], [14584.0, 1007.0], [14571.1, 1014.9], [14558.2, 1022.6], [14547.0, 1029.3], [14536.0, 1036.1], [14528.0, 1041.4], [14520.3, 1047.1], [14513.1, 1053.2], [14506.4, 1060.0], [14503.9, 1062.8], [14501.4, 1065.8], [14499.2, 1069.0], [14497.1, 1072.2], [14495.1, 1076.0], [14493.4, 1080.0], [14492.0, 1084.0], [14490.8, 1088.1], [14490.0, 1091.7], [14489.3, 1095.4], [14488.4, 1102.7], [14487.9, 1107.7], [14487.6, 1112.8], [14487.4, 1121.3], [14487.5, 1128.6], [14487.7, 1134.3], [14487.8, 1135.8], [14488.4, 1143.0], [14489.3, 1150.1], [14490.5, 1156.6], [14491.8, 1163.1], [14494.8, 1176.1], [14492.1, 1184.1], [14488.5, 1183.7], [14485.1, 1183.4], [14481.9, 1183.1], [14478.8, 1182.7], [14473.0, 1182.1], [14467.2, 1181.6], [14462.0, 1181.0], [14456.7, 1180.5], [14445.7, 1179.4], [14434.5, 1178.2], [14423.2, 1177.1], [14401.4, 1175.1], [14397.8, 1174.8], [14380.0, 1173.3], [14358.6, 1171.9], [14337.2, 1171.0], [14322.8, 1170.7], [14308.4, 1170.6], [14289.0, 1170.8], [14269.7, 1171.2], [14250.3, 1171.8], [14237.9, 1172.1], [14228.5, 1172.6], [14219.0, 1173.2], [14200.0, 1174.7], [14178.1, 1176.4], [14156.3, 1178.0], [14140.6, 1179.4], [14124.9, 1180.8], [14109.1, 1182.4], [14104.2, 1183.0], [14093.2, 1184.3], [14071.8, 1187.0], [14050.5, 1190.1], [14049.8, 1190.1], [14039.9, 1191.6], [14029.6, 1193.2], [14019.5, 1194.7], [14009.7, 1196.3], [13972.4, 1211.4], [13969.5, 1200.1], [13966.6, 1188.9], [13960.8, 1166.9], [13955.2, 1145.1], [13949.5, 1123.2], [13942.9, 1097.9], [13936.2, 1072.5], [13929.7, 1047.3], [13926.4, 1034.8], [13923.2, 1022.5], [13926.6, 1021.4], [13929.7, 1020.4], [13932.7, 1019.5], [13935.5, 1018.6], [13938.2, 1017.7], [13940.6, 1017.0], [13945.3, 1015.5], [13949.5, 1014.2], [13953.5, 1013.0], [13957.4, 1011.8], [13961.4, 1010.6], [13968.1, 1008.7], [13975.3, 1006.7], [13982.7, 1004.6], [13990.5, 1002.5], [13998.6, 1000.4], [14000.0, 1000.0]]","0, 180",M0003
L0003,s000020,1,"[[14000.0, 2000.0], [14000.6, 1997.3], [14003.2, 1985.9], [14005.9, 1974.1], [14008.7, 1962.1], [14011.4, 1949.9], [14014.2, 1937.5], [14017.0, 1924.9], [14022.4, 1899.5], [14024.7, 1888.1], [14027.0, 1876.9], [14029.1, 1865.9], [14030.2, 1860.6], [14031.2, 1855.5], [14032.2, 1850.1], [14033.3, 1844.6], [14034.5, 1838.6], [14035.2, 1835.3], [14035.8, 1831.8], [14074.2, 1843.7], [14080.5, 1844.7], [14086.6, 1845.6], [14092.5, 1846.5], [14098.3, 1847.4], [14109.6, 1849.1], [14113.8, 1849.6], [14120.9, 1850.6], [14136.4, 1852.4], [14152.1, 1854.0], [14168.0, 1855.5], [14183.8, 1856.9], [14213.7, 1859.3], [14229.8, 1860.7], [14245.9, 1862.0], [14261.0, 1862.8], [14276.2, 1863.4], [14296.5, 1864.1], [14304.2, 1864.4], [14317.4, 1864.7], [14330.6, 1864.9], [14357.0, 1864.8], [14372.1, 1864.7], [14387.2, 1864.3], [14401.2, 1863.6], [14415.1, 1862.8], [14428.3, 1861.7], [14441.6, 1860.6], [14457.9, 1858.8], [14468.0, 1857.8], [14487.7, 1855.5], [14507.4, 1852.9], [14529.5, 1849.5], [14540.4, 1847.8], [14551.1, 1846.1], [14551.8, 1847.8], [14552.5, 1849.4], [14553.8, 1852.3], [14556.1, 1857.4], [14558.8, 1862.4], [14560.6, 1865.1], [14562.6, 1867.7], [14564.7, 1869.9], [14567.0, 1872.0], [14569.2, 1873.5], [14571.5, 1874.8], [14576.3, 1877.0], [14580.3, 1878.6], [14591.3, 1882.5], [14605.6, 1887.1], [14619.9, 1891.4], [14628.4, 1893.9], [14636.9, 1896.6], [14643.7, 1899.1], [14650.4, 1901.7], [14659.4, 1905.4], [14664.1, 1907.5], [14666.9, 1908.7], [14669.7, 1909.9], [14675.2, 1912.3], [14682.3, 1915.9], [14689.3, 1919.8], [14696.1, 1924.0], [14702.7, 1928.5], [14709.7, 1934.0], [14716.3, 1939.9], [14720.9, 1944.8], [14725.2, 1949.9], [14728.4, 1954.4], [14731.3, 1959.1], [14733.4, 1962.8], [14735.4, 1966.5], [14737.3, 1970.3], [14738.9, 1974.2], [14740.8, 1979.6], [14742.4, 1985.2], [14743.7, 1991.5], [14744.7, 1997.8], [14745.6, 2006.2], [14745.9, 2010.9], [14745.9, 2017.4], [14745.4, 2023.7], [14744.5, 2029.7], [14743.2, 2035.5], [14741.5, 2041.8], [14740.1, 2047.1], [14738.9, 2051.3], [14737.3, 2055.3], [14734.5, 2061.3], [14732.2, 2065.7], [14729.6, 2069.9], [14727.5, 2073.0], [14725.1, 2076.0], [14720.1, 2081.7], [14714.7, 2087.4], [14709.0, 2092.9], [14703.9, 2097.8], [14698.8, 2102.5], [14694.2, 2106.4], [14689.5, 2110.3], [14688.5, 2120.3], [14684.1, 2120.4], [14679.9, 2120.4], [14671.9, 2120.5], [14656.6, 2120.5], [14645.3, 2120.4], [14633.8, 2120.2], [14610.4, 2119.9], [14594.7, 2119.7], [14579.2, 2119.4], [14563.7, 2119.0], [14548.2, 2118.4], [14534.1, 2117.5], [14520.0, 2116.5], [14499.1, 2114.9], [14478.3, 2113.3], [14457.5, 2111.6], [14436.7, 2109.6], [14417.6, 2107.4], [14398.5, 2104.8], [14379.3, 2101.7], [14360.2, 2098.3], [14339.8, 2094.4], [14319.4, 2090.3], [14299.1, 2086.0], [14278.7, 2081.4], [14263.1, 2077.7], [14247.5, 2073.9], [14232.0, 2070.0], [14216.7, 2066.1], [14203.9, 2062.9], [14191.1, 2059.6], [14178.1, 2056.2], [14164.7, 2052.8], [14152.8, 2091.0], [14145.9, 2089.2], [14138.6, 2087.2], [14131.1, 2085.2], [14123.2, 2083.1], [14115.1, 2081.0], [14106.9, 2078.8], [14090.1, 2074.4], [14073.4, 2070.1], [14067.1, 2068.5], [14065.2, 2068.1], [14057.1, 2066.1], [14049.3, 2064.1], [14041.7, 2062.3], [14034.5, 2060.7], [14027.7, 2059.1], [14023.7, 2058.2], [14019.7, 2057.4], [14015.6, 2056.5], [14011.2, 2055.6], [14006.5, 2054.7], [14003.9, 2054.1], [14001.2, 2053.6], [13998.3, 2053.0], [13995.2, 2052.4], [13992.0, 2051.8], [13988.5, 2051.1], [13990.3, 2043.2], [13991.9, 2035.9], [13993.5, 2028.9], [13995.0, 2022.3], [13996.4, 2015.9], [13997.8, 2009.7], [14000.0, 2000.0]]","0, 180",M0003
L0003,s000021,1,"[[14000.0, 3000.0], [13996.3, 2999.4], [13986.1, 2998.3], [13975.8, 2997.3], [13960.9, 2995.9], [13950.9, 2995.4], [13941.6, 2995.2], [13932.3, 2995.2], [13916.0, 2995.1], [13899.6, 2995.2], [13888.0, 2995.4], [13876.4, 2995.9], [13853.2, 2997.0], [13822.5, 2998.5], [13791.7, 2999.8], [13733.8, 3002.3], [13708.6, 3003.2], [13683.4, 3003.9], [13658.1, 3004.3], [13645.9, 3004.4], [13632.8, 3004.5], [13615.7, 3004.3], [13598.6, 3004.0], [13583.1, 3003.7], [13575.2, 3003.4], [13567.3, 3003.2], [13566.8, 2994.5], [13566.2, 2985.4], [13565.7, 2976.0], [13565.1, 2966.4], [13563.9, 2946.7], [13563.3, 2936.9], [13562.7, 2927.2], [13562.0, 2915.6], [13561.3, 2904.1], [13560.6, 2892.5], [13560.1, 2880.7], [13559.7, 2869.4], [13559.3, 2858.2], [13559.1, 2852.8], [13559.0, 2847.5], [13558.8, 2842.5], [13558.7, 2837.7], [13558.5, 2834.4], [13558.4, 2830.8], [13558.3, 2828.9], [13558.2, 2826.7], [13558.1, 2824.4], [13558.0, 2821.8], [13561.1, 2821.7], [13566.8, 2821.7], [13569.4, 2821.6], [13574.3, 2821.6], [13578.9, 2821.5], [13587.2, 2821.5], [13591.3, 2821.4], [13691.0, 2821.4], [13711.8, 2821.5], [13732.6, 2821.8], [13748.7, 2822.4], [13764.8, 2823.1], [13785.5, 2823.7], [13806.1, 2824.5], [13822.6, 2825.4], [13839.1, 2826.5], [13864.6, 2828.2], [13897.0, 2830.5], [13923.6, 2832.7], [13950.1, 2835.1], [13979.9, 2838.2], [13990.8, 2839.4], [14009.7, 2841.5], [14028.3, 2843.6], [14046.8, 2845.8], [14069.7, 2848.6], [14083.2, 2850.1], [14096.6, 2851.6], [14109.9, 2853.4], [14123.3, 2855.2], [14124.1, 2863.7], [14123.5, 2866.2], [14122.9, 2868.5], [14121.7, 2872.9], [14120.0, 2879.4], [14118.3, 2886.1], [14117.0, 2892.7], [14116.2, 2899.3], [14115.6, 2906.5], [14115.3, 2913.8], [14115.2, 2919.1], [14115.3, 2924.3], [14115.6, 2927.6], [14116.0, 2930.8], [14117.2, 2937.2], [14119.1, 2944.7], [14121.4, 2951.9], [14123.9, 2958.2], [14126.8, 2964.3], [14129.0, 2968.7], [14131.4, 2973.0], [14134.0, 2977.1], [14136.8, 2981.1], [14139.4, 2984.4], [14142.2, 2987.5], [14148.0, 2993.3], [14152.6, 2997.4], [14157.4, 3001.2], [14162.3, 3004.8], [14167.3, 3008.1], [14173.1, 3011.6], [14178.9, 3014.9], [14177.0, 3027.7], [14168.5, 3026.9], [14159.8, 3025.9], [14142.2, 3024.0], [14127.2, 3022.3], [14112.4, 3020.2], [14098.3, 3017.9], [14084.2, 3015.2], [14052.9, 3009.2], [14038.0, 3006.3], [14023.0, 3003.6], [14009.7, 3001.4], [14000.0, 3000.0]]","0, 180",M0003
